"Subject","Group","Condition","VideoTrial","VideoName","PathPrime","MannerPrime","PathPrimeV","MannerPrimeV","Target_Ground","Target_Object","Target"
"51","L2","Path",2,"trd_bronei","El muchacho baja un cerro con una moto.","El muchacho tira de una moto por un cerro.","baja","tira de","snowyhill","wheelbarrow","Popi ha bajado una colininta chiquita con un carrito de trabajo"
"51","L2","Path",3,"tge_chagro","La mujer entra en un vestíbulo con una cómoda.","La mujer arrastra una cómoda por un vestíbulo.","entra en","arrastra","cave","chair","Popi ha venido trayendo una silla con la cual entra en una cueva"
"51","L2","Path",4,"pgm_paqdun","El señor sube unos escalones con una televisión.","El señor empuja una televisión por unos escalones.","sube","empuja","dune","package","Popi ha subido otra colina con un paquete"
"51","L2","Path",5,"tre_cadmai","El nene entra en una escuela con un triciclo.","El nene tira de un triciclo por una escuela.","entra en","tira de","house","shopping_trolley","Popi entra en una casa con una carreta de compras "
"51","L2","Path",6,"tgt_cherou","La anciana cruza una sala con una alfombra.","La anciana arrastra una alfombra por una sala.","cruza","arrastra","road","rocking_horse","Popi cruza un caminito con un juguete de caballo"
"51","L2","Path",7,"prm_boutoi","El leñador sube una loma con un tronco.","El leñador rueda un tronco por una loma.","sube","rueda","roof","swimming_ring","Popi está subiendo un techo hasta la loma y con un salvavidas"
"51","L2","Path",8,"tge_chamai","El vendedor entra en un local con una lámpara.","El vendedor arrastra una lámpara por un local.","entra en","arrastra","house","chair","Popi vuelve con una silla y entra una puerta "
"51","L2","Path",9,"trm_voidun","La pasajera sube una pasarela con un bolso con ruedas.","La pasajera tira de un bolso con ruedas por una pasarela.","sube","tira de","dune","toy_car","Popi sube una duna con un coche de juguete"
"51","L2","Path",10,"prt_rourou","El mozo cruza una plaza con una esfera.","El mozo rueda una esfera por una plaza.","cruza","rueda","road","cartwheel","Popi cruza un camino con una rueda"
"51","L2","Path",11,"tgd_malnei","El obrero baja unas gradas con un tablón.","El obrero arrastra un tablón por unas gradas.","baja","arrastra","snowyhill","trunk","Popi baja una colina nevada con un baúl"
"51","L2","Path",12,"pgt_panrou","El niño cruza una habitación con una papelera.","El niño empuja una papelera por una habitación.","cruza","empuja","road","basket","Popi cruza la calle con una canasta llena de manzanas"
"51","L2","Path",13,"trd_brocol","La muchacha baja una costana con una bicicleta.","La muchacha tira de una bicicleta por una costana.","baja","tira de","hill","wheelbarrow","Popi baja la colina con una carrita"
"51","L2","Path",14,"tgm_sactoi","El explorador sube un desnivel con un trineo.","El explorador arrastra un trineo por un desnivel.","sube","arrastra","roof","sack","Popi sube el techo con un bolso"
"51","L2","Path",15,"pgd_valcol","El hombre baja una rampa con un sofá.","El hombre empuja un sofá por una rampa.","baja","empuja","hill","suitcase","Popi baja la colina con una maleta"
"51","L2","Path",16,"tre_cadgro","El chiquillo entra en un jardín con un patinete.","El chiquillo tira de un patinete por un jardín.","entra en","tira de","cave","shopping_trolley","Popi entra la cueva con un carrito de compras"
"51","L2","Path",17,"tgm_sacdun","La hormiga sube una roca con una hoja.","La hormiga arrastra una hoja por una roca.","sube","arrastra","dune","sack","Popi sube la duna con un bolso"
"51","L2","Path",18,"trt_pourue","El joven cruza una vía con un monopatín.","El joven tira de un monopatín por una vía.","cruza","tira de","street","stroller","Popi cruza un caminito con un coche de bebé"
"51","L2","Path",19,"pgm_paqtoi","La moza sube un repecho con un sillón.","La moza empuja un sillón por un repecho.","sube","empuja","roof","package","Popi sube el techo con un paquete grande"
"51","L2","Path",20,"tgt_cherue","El campesino cruza una parcela con un palo.","El campesino arrastra un palo por una parcela.","cruza","arrastra","street","rocking_horse","Popi cruza un caminito con un caballo de juguete"
"51","L2","Path",21,"pre_pnemai","La chiquilla entra en un aula con un hula hoop.","La chiquilla rueda un hula hoop por un aula.","entra en","rueda","house","tire","Popi entra en una casa con una rueda"
"51","L2","Path",22,"pgt_panrue","El bombero cruza un pasillo con un piano.","El bombero empuja un piano por un pasillo.","cruza","empuja","street","basket","Popi cruza contento el caminito con un cesto de manzanas"
"51","L2","Path",23,"tgd_malcol","El conserje baja una escalinata con un colchón.","El conserje arrastra un colchón por una escalinata.","baja","arrastra","hill","trunk","Popi baja una colina con un baúl"
"51","L2","Path",24,"pre_pnegro","La joven entra en un gimnasio con un aro.","La joven rueda un aro por un gimnasio.","entra en","rueda","cave","tire","Popi entra con una rueda a la cueva"
"51","L2","Path",25,"trt_pourou","El labrador cruza un puente con una carreta.","El labrador tira de una carreta por un puente.","cruza","tira de","road","stroller","Popi cruza la calle con un carrito de bebé"
"51","L2","Path",26,"pgd_valnei","El chico baja una pendiente con una piedra.","El chico empuja una piedra por una pendiente.","baja","empuja","snowyhill","suitcase","Popi baja una colina nevada con una maleta"
"51","L2","Path",27,"trm_voitoi","La labradora sube un collado con un carro.","La labradora tira de un carro por un collado.","sube","tira de","roof","toy_car","Popi sube un techo hasta la loma con un carro de juguete"
"51","L2","Path",28,"prd_balnei","El camarero baja unos peldaños con un barril.","El camarero rueda un barril por unos peldaños.","baja","rueda","snowyhill","balloon","Popi baja la colina de nieve con una pelota de juguete"
"51","L2","Path",29,"pge_tabmai","El informático entra en un cuarto con un ordenador.","El informático empuja un ordenador por un cuarto.","entra en","empuja","house","table","Popi viene empujando una mesa para entrar en una casa"
"51","L2","Path",30,"prd_balcol","La niña baja una cuesta con un plato.","La niña rueda un plato por una cuesta.","baja","rueda","hill","balloon","Popi baja una colina con una pelota"
"51","L2","Path",31,"pge_tabgro","El empleado entra en un almacén con un armario.","El empleado empuja un armario por un almacén.","entra en","empuja","cave","table","Popi entra en la cava empujando una mesa"
"51","L2","Path",32,"prt_rourue","El borracho cruza una avenida con una botella.","El borracho rueda una botella por una avenida.","cruza","rueda","street","cartwheel","Popi otra vez cruzando el caminito con una rueda"
"52","L2","Manner",1,"prm_boutoi","El leñador sube una loma con un tronco.","El leñador rueda un tronco por una loma.","sube","rueda","roof","swimming_ring","el Popi está llevando unos pescados al tejado"
"52","L2","Manner",2,"pgt_panrou","El niño cruza una habitación con una papelera.","El niño empuja una papelera por una habitación.","cruza","empuja","road","basket","el Popi está llevando manzanas"
"52","L2","Manner",3,"trd_brocol","La muchacha baja una costana con una bicicleta.","La muchacha tira de una bicicleta por una costana.","baja","tira de","hill","wheelbarrow","el Popi se baja la colina con una rueda"
"52","L2","Manner",4,"pge_tabmai","El informático entra en un cuarto con un ordenador.","El informático empuja un ordenador por un cuarto.","entra en","empuja","house","table","el Popi entra la casa con una mesa"
"52","L2","Manner",5,"trd_bronei","El muchacho baja un cerro con una moto.","El muchacho tira de una moto por un cerro.","baja","tira de","snowyhill","wheelbarrow","el Popi se baja una colina nevada"
"52","L2","Manner",6,"prt_rourue","El borracho cruza una avenida con una botella.","El borracho rueda una botella por una avenida.","cruza","rueda","street","cartwheel","el Popi se cruza la calle con una rueda"
"52","L2","Manner",7,"pgd_valcol","El hombre baja una rampa con un sofá.","El hombre empuja un sofá por una rampa.","baja","empuja","hill","suitcase","el Popi se baja la colina con una maleta"
"52","L2","Manner",8,"prt_rourou","El mozo cruza una plaza con una esfera.","El mozo rueda una esfera por una plaza.","cruza","rueda","road","cartwheel","el Popi se cruza la carretera con una rueda"
"52","L2","Manner",9,"trm_voitoi","La labradora sube un collado con un carro.","La labradora tira de un carro por un collado.","sube","tira de","roof","toy_car","el Popi está llevando un coche a la casa"
"52","L2","Manner",10,"pge_tabgro","El empleado entra en un almacén con un armario.","El empleado empuja un armario por un almacén.","entra en","empuja","cave","table","el Popi se lleva una mesa dentro de la cueva"
"52","L2","Manner",12,"pgd_valnei","El chico baja una pendiente con una piedra.","El chico empuja una piedra por una pendiente.","baja","empuja","snowyhill","suitcase","el Popi se baja la colina nevada con una maleta"
"52","L2","Manner",13,"prm_boudun","El escarabajo sube un montículo con una pelota.","El escarabajo rueda una pelota por un montículo.","sube","rueda","dune","swimming_ring","el Popi se lleva una rueda con pescados a la colina"
"52","L2","Manner",14,"tgt_cherou","La anciana cruza una sala con una alfombra.","La anciana arrastra una alfombra por una sala.","cruza","arrastra","road","rocking_horse","el Popi se cruza la calle con un caballo juguete"
"52","L2","Manner",15,"tre_cadmai","El nene entra en una escuela con un triciclo.","El nene tira de un triciclo por una escuela.","entra en","tira de","house","shopping_trolley","el Popi entra a la casa con un vagón"
"52","L2","Manner",16,"pgm_paqtoi","La moza sube un repecho con un sillón.","La moza empuja un sillón por un repecho.","sube","empuja","roof","package","el Popi se empuja un paquete a la casa"
"52","L2","Manner",17,"tre_cadgro","El chiquillo entra en un jardín con un patinete.","El chiquillo tira de un patinete por un jardín.","entra en","tira de","cave","shopping_trolley","el Popi entra a la cueva con una maleta"
"52","L2","Manner",18,"prd_balcol","La niña baja una cuesta con un plato.","La niña rueda un plato por una cuesta.","baja","rueda","hill","balloon","el Popi empuja la pelota en la colina"
"52","L2","Manner",19,"tge_chamai","El vendedor entra en un local con una lámpara.","El vendedor arrastra una lámpara por un local.","entra en","arrastra","house","chair","el Popi arrastra la silla adentro de la casa"
"52","L2","Manner",21,"tgd_malcol","El conserje baja una escalinata con un colchón.","El conserje arrastra un colchón por una escalinata.","baja","arrastra","hill","trunk","ha empujado una pelota bajo [abajo] una colina nevada"
"52","L2","Manner",22,"pgm_paqdun","El señor sube unos escalones con una televisión.","El señor empuja una televisión por unos escalones.","sube","empuja","dune","package","el Popi se empuja el paquete arriba de la colina"
"52","L2","Manner",24,"pre_pnemai","La chiquilla entra en un aula con un hula hoop.","La chiquilla rueda un hula hoop por un aula.","entra en","rueda","house","tire","el Popi empuja una rueda adentro de la casa"
"52","L2","Manner",25,"trm_voidun","La pasajera sube una pasarela con un bolso con ruedas.","La pasajera tira de un bolso con ruedas por una pasarela.","sube","tira de","dune","toy_car","el Popi se arrastra un coche de juguete arriba de la colina"
"52","L2","Manner",26,"tge_chagro","La mujer entra en un vestíbulo con una cómoda.","La mujer arrastra una cómoda por un vestíbulo.","entra en","arrastra","cave","chair","el Popi arrastra una silla a la cueva"
"52","L2","Manner",27,"trt_pourue","El joven cruza una vía con un monopatín.","El joven tira de un monopatín por una vía.","cruza","tira de","street","stroller","el Popi arrastra el vagón"
"52","L2","Manner",28,"tgm_sactoi","El explorador sube un desnivel con un trineo.","El explorador arrastra un trineo por un desnivel.","sube","arrastra","roof","sack","el Popi arrastra un saco arriba de la casa"
"52","L2","Manner",29,"prd_balnei","El camarero baja unos peldaños con un barril.","El camarero rueda un barril por unos peldaños.","baja","rueda","snowyhill","balloon","el Popi empuja la pelota a la colina nevada"
"52","L2","Manner",30,"pgt_panrue","El bombero cruza un pasillo con un piano.","El bombero empuja un piano por un pasillo.","cruza","empuja","street","basket","el Popi se empuja las manzanas cruzando la calle"
"52","L2","Manner",31,"tgd_malnei","El obrero baja unas gradas con un tablón.","El obrero arrastra un tablón por unas gradas.","baja","arrastra","snowyhill","trunk","el Popi arrastra el paquete abajo de la colina"
"52","L2","Manner",32,"pgt_panrue","El bombero cruza un pasillo con un piano.","El bombero empuja un piano por un pasillo.","cruza","empuja","street","basket","el Popi empuja las mazanas en la casa"
"53","L2","Path",1,"pre_pnegro","La joven entra en un gimnasio con un aro.","La joven rueda un aro por un gimnasio.","entra en","rueda","cave","tire","Popi está moviendo una llanta de carro en una cueva"
"53","L2","Path",2,"trt_pourou","El labrador cruza un puente con una carreta.","El labrador tira de una carreta por un puente.","cruza","tira de","road","stroller","Popi está moviendo un carrito de bebé"
"53","L2","Path",3,"pge_tabmai","El informático entra en un cuarto con un ordenador.","El informático empuja un ordenador por un cuarto.","entra en","empuja","house","table","Popi movió una mesa poniéndolo dentro de una casa"
"53","L2","Path",4,"trm_voitoi","La labradora sube un collado con un carro.","La labradora tira de un carro por un collado.","sube","tira de","roof","toy_car","Popi subió con un carrito de juguete a un techo"
"53","L2","Path",5,"tgd_malnei","El obrero baja unas gradas con un tablón.","El obrero arrastra un tablón por unas gradas.","baja","arrastra","snowyhill","trunk","Popi movió <una baula> [=un baúl] bajando una colina de nieve"
"53","L2","Path",6,"prt_rourue","El borracho cruza una avenida con una botella.","El borracho rueda una botella por una avenida.","cruza","rueda","street","cartwheel","Popi cruzó una calle con una rueda"
"53","L2","Path",7,"pgm_paqdun","El señor sube unos escalones con una televisión.","El señor empuja una televisión por unos escalones.","sube","empuja","dune","package","Popi subió una colina con un paquete"
"53","L2","Path",8,"tge_chamai","El vendedor entra en un local con una lámpara.","El vendedor arrastra una lámpara por un local.","entra en","arrastra","house","chair","Popi entra en una casa con una silla"
"53","L2","Path",9,"trd_brocol","La muchacha baja una costana con una bicicleta.","La muchacha tira de una bicicleta por una costana.","baja","tira de","hill","wheelbarrow","Popi ha bajado una colina con una cosa que no sé qué se llama"
"53","L2","Path",10,"tgm_sactoi","El explorador sube un desnivel con un trineo.","El explorador arrastra un trineo por un desnivel.","sube","arrastra","roof","sack","Popi sube un saco a un techo"
"53","L2","Path",11,"pgt_panrou","El niño cruza una habitación con una papelera.","El niño empuja una papelera por una habitación.","cruza","empuja","road","basket","Popi cruza una carretera con un cesto con manzanas"
"53","L2","Path",12,"pre_pnemai","La chiquilla entra en un aula con un hula hoop.","La chiquilla rueda un hula hoop por un aula.","entra en","rueda","house","tire","Popi entra en una casa con una rueda de carro"
"53","L2","Path",13,"pgd_valcol","El hombre baja una rampa con un sofá.","El hombre empuja un sofá por una rampa.","baja","empuja","hill","suitcase","Popi baja una colina con una maleta"
"53","L2","Path",14,"prm_boudun","El escarabajo sube un montículo con una pelota.","El escarabajo rueda una pelota por un montículo.","sube","rueda","dune","swimming_ring","Popi subió una colina de no sé qué es"
"53","L2","Path",15,"pge_tabgro","El empleado entra en un almacén con un armario.","El empleado empuja un armario por un almacén.","entra en","empuja","cave","table","Popi entra en una cueva con una mesa"
"53","L2","Path",16,"tgt_cherue","El campesino cruza una parcela con un palo.","El campesino arrastra un palo por una parcela.","cruza","arrastra","street","rocking_horse","Popi cruza la calle con un juguete"
"53","L2","Path",17,"trm_voidun","La pasajera sube una pasarela con un bolso con ruedas.","La pasajera tira de un bolso con ruedas por una pasarela.","sube","tira de","dune","toy_car","Popi sube una colina con un juguete de carro"
"53","L2","Path",18,"pgd_valnei","El chico baja una pendiente con una piedra.","El chico empuja una piedra por una pendiente.","baja","empuja","snowyhill","suitcase","Popi baja una maleta"
"53","L2","Path",19,"tre_cadmai","El nene entra en una escuela con un triciclo.","El nene tira de un triciclo por una escuela.","entra en","tira de","house","shopping_trolley","Popi entra en una casa con un saco de compras"
"53","L2","Path",20,"prd_balnei","El camarero baja unos peldaños con un barril.","El camarero rueda un barril por unos peldaños.","baja","rueda","snowyhill","balloon","Popi baja una bola inflable"
"53","L2","Path",21,"tge_chagro","La mujer entra en un vestíbulo con una cómoda.","La mujer arrastra una cómoda por un vestíbulo.","entra en","arrastra","cave","chair","Popi entra en una cueva con una silla"
"53","L2","Path",22,"trd_bronei","El muchacho baja un cerro con una moto.","El muchacho tira de una moto por un cerro.","baja","tira de","snowyhill","wheelbarrow","Popi baja un carril de rueda"
"53","L2","Path",23,"pgt_panrue","El bombero cruza un pasillo con un piano.","El bombero empuja un piano por un pasillo.","cruza","empuja","street","basket","Popi cruza una calle con una cesta de manzanas"
"53","L2","Path",24,"tgd_malcol","El conserje baja una escalinata con un colchón.","El conserje arrastra un colchón por una escalinata.","baja","arrastra","hill","trunk","Popi baja una colina con una [=un] baúl"
"53","L2","Path",25,"trt_pourue","El joven cruza una vía con un monopatín.","El joven tira de un monopatín por una vía.","cruza","tira de","street","stroller","Popi cruza una calle con un carrito de bebé"
"53","L2","Path",26,"prd_balcol","La niña baja una cuesta con un plato.","La niña rueda un plato por una cuesta.","baja","rueda","hill","balloon","Popi baja una bola inflable"
"53","L2","Path",27,"tgt_cherou","La anciana cruza una sala con una alfombra.","La anciana arrastra una alfombra por una sala.","cruza","arrastra","road","rocking_horse","Popi cruza la calle con un juguete"
"53","L2","Path",28,"prm_boutoi","El leñador sube una loma con un tronco.","El leñador rueda un tronco por una loma.","sube","rueda","roof","swimming_ring","Popi sube un techo con un juguete de bañarse"
"53","L2","Path",29,"tre_cadgro","El chiquillo entra en un jardín con un patinete.","El chiquillo tira de un patinete por un jardín.","entra en","tira de","cave","shopping_trolley","Popi entra en una cueva con un carrito de compras"
"53","L2","Path",30,"pgm_paqtoi","La moza sube un repecho con un sillón.","La moza empuja un sillón por un repecho.","sube","empuja","roof","package","Popi sube el techo con un paquete"
"53","L2","Path",31,"prt_rourou","El mozo cruza una plaza con una esfera.","El mozo rueda una esfera por una plaza.","cruza","rueda","road","cartwheel","Popi cruza una carretera con una rueda"
"53","L2","Path",32,"tge_chagro","La mujer entra en un vestíbulo con una cómoda.","La mujer arrastra una cómoda por un vestíbulo.","entra en","arrastra","cave","chair","Popi entra a una cueva con una silla"
"54","L2","Control",1,"pgm_paqtoi","La moza sube un repecho con un sillón.","La moza empuja un sillón por un repecho.","sube","empuja","roof","package","se sube por el tejado para poner el regalo encima"
"54","L2","Control",2,"pre_pnemai","La chiquilla entra en un aula con un hula hoop.","La chiquilla rueda un hula hoop por un aula.","entra en","rueda","house","tire","quiere que la rueda entra [=entre] en el almacén"
"54","L2","Control",3,"tgt_cherou","La anciana cruza una sala con una alfombra.","La anciana arrastra una alfombra por una sala.","cruza","arrastra","road","rocking_horse","ha ido con este caballo sobre la carretera"
"54","L2","Control",4,"pgm_paqdun","El señor sube unos escalones con una televisión.","El señor empuja una televisión por unos escalones.","sube","empuja","dune","package","quiere ponerlo [el regalo] arriba en la arena al lado de la mar"
"54","L2","Control",5,"tgt_cherue","El campesino cruza una parcela con un palo.","El campesino arrastra un palo por una parcela.","cruza","arrastra","street","rocking_horse","ahora está con su caballo de los niños en la ciudad y pasando [=está pasando] la vía"
"54","L2","Control",6,"trd_brocol","La muchacha baja una costana con una bicicleta.","La muchacha tira de una bicicleta por una costana.","baja","tira de","hill","wheelbarrow","ahora el Popi está con una carretera [=carretilla]"
"54","L2","Control",7,"prt_rourue","El borracho cruza una avenida con una botella.","El borracho rueda una botella por una avenida.","cruza","rueda","street","cartwheel","ahora el Popi está en la misma carretera y con una rueda grandísima pasando por la calle"
"54","L2","Control",8,"tge_chamai","El vendedor entra en un local con una lámpara.","El vendedor arrastra una lámpara por un local.","entra en","arrastra","house","chair","ahora el Popi ha cogido una silla para ponerlo en el almacén de su casa"
"54","L2","Control",9,"trm_voitoi","La labradora sube un collado con un carro.","La labradora tira de un carro por un collado.","sube","tira de","roof","toy_car","el Popi ahora tiene un automóvil para los niños y sube por el tejado de su casa"
"54","L2","Control",10,"pre_pnegro","La joven entra en un gimnasio con un aro.","La joven rueda un aro por un gimnasio.","entra en","rueda","cave","tire","quiere bajarlo [una rueda grandísima] en una cueva en el bosque"
"54","L2","Control",11,"trt_pourou","El labrador cruza un puente con una carreta.","El labrador tira de una carreta por un puente.","cruza","tira de","road","stroller","ahora el Popi está con un carretera [=carrito] para los niños y está pasando la carretera"
"54","L2","Control",12,"tgm_sacdun","La hormiga sube una roca con una hoja.","La hormiga arrastra una hoja por una roca.","sube","arrastra","dune","sack","ahora el Popi tiene un saco y está subiendo en un arena al lado del mar"
"54","L2","Control",13,"trd_bronei","El muchacho baja un cerro con una moto.","El muchacho tira de una moto por un cerro.","baja","tira de","snowyhill","wheelbarrow","Popi está ahora con un carretera [=una carretilla] con una rueda bajando y subiendo con mucha nieve"
"54","L2","Control",14,"tge_chagro","La mujer entra en un vestíbulo con una cómoda.","La mujer arrastra una cómoda por un vestíbulo.","entra en","arrastra","cave","chair","ahora otra vez el Popi está entrando en la cueva con su silla verde"
"54","L2","Control",15,"prt_rourou","El mozo cruza una plaza con una esfera.","El mozo rueda una esfera por una plaza.","cruza","rueda","road","cartwheel","Popi ahora otra vez está con la rueda grandísima pasando por la carretera"
"54","L2","Control",16,"tgm_sactoi","El explorador sube un desnivel con un trineo.","El explorador arrastra un trineo por un desnivel.","sube","arrastra","roof","sack","Popi está ahora subiendo por el tejado con el saco"
"54","L2","Control",17,"pgd_valcol","El hombre baja una rampa con un sofá.","El hombre empuja un sofá por una rampa.","baja","empuja","hill","suitcase","ahora el Popi está bajando el colmo con una maleta muy grande"
"54","L2","Control",18,"tre_cadgro","El chiquillo entra en un jardín con un patinete.","El chiquillo tira de un patinete por un jardín.","entra en","tira de","cave","shopping_trolley","tiene su carretera [=carrito] de compras y baja con este en la cueva"
"54","L2","Control",19,"tgd_malcol","El conserje baja una escalinata con un colchón.","El conserje arrastra un colchón por una escalinata.","baja","arrastra","hill","trunk","está bajando el colmo y ahora con una caja grandísima"
"54","L2","Control",20,"pgt_panrou","El niño cruza una habitación con una papelera.","El niño empuja una papelera por una habitación.","cruza","empuja","road","basket","ahora tiene un celo [=cesto] con muchísimas manzanas y pasa la misma carretera"
"54","L2","Control",21,"prm_boutoi","El leñador sube una loma con un tronco.","El leñador rueda un tronco por una loma.","sube","rueda","roof","swimming_ring","otra vez sube por el tejado y tiene aquí como un balón"
"54","L2","Control",22,"pgd_valnei","El chico baja una pendiente con una piedra.","El chico empuja una piedra por una pendiente.","baja","empuja","snowyhill","suitcase","baja el colmo con nieve con su maleta verde"
"54","L2","Control",23,"tre_cadmai","El nene entra en una escuela con un triciclo.","El nene tira de un triciclo por una escuela.","entra en","tira de","house","shopping_trolley","va con su carreta [=carrito] de compras y entra en el almacén de su casa"
"54","L2","Control",24,"pgt_panrue","El bombero cruza un pasillo con un piano.","El bombero empuja un piano por un pasillo.","cruza","empuja","street","basket","tiene el gran cesto con manzanas y pasa la carretera en el pueblo donde está"
"54","L2","Control",25,"prd_balcol","La niña baja una cuesta con un plato.","La niña rueda un plato por una cuesta.","baja","rueda","hill","balloon","bajando [=está bajando] por el colmo"
"54","L2","Control",26,"trm_voidun","La pasajera sube una pasarela con un bolso con ruedas.","La pasajera tira de un bolso con ruedas por una pasarela.","sube","tira de","dune","toy_car","ahora está subiendo la colma [=colina] de arena con su coche para los niños"
"54","L2","Control",27,"prd_balnei","El camarero baja unos peldaños con un barril.","El camarero rueda un barril por unos peldaños.","baja","rueda","snowyhill","balloon","él está bajando el colmo [=la colina] con nieve con su balón grandísima en frente de él"
"54","L2","Control",28,"pge_tabmai","El informático entra en un cuarto con un ordenador.","El informático empuja un ordenador por un cuarto.","entra en","empuja","house","table","ahora es una mesa redonda que se pone ahí [en el almacén de su casa]"
"54","L2","Control",29,"tgd_malnei","El obrero baja unas gradas con un tablón.","El obrero arrastra un tablón por unas gradas.","baja","arrastra","snowyhill","trunk","ahora está bajando otra vez el colmo de nieve con la cajita tan tan grande"
"54","L2","Control",30,"trt_pourue","El joven cruza una vía con un monopatín.","El joven tira de un monopatín por una vía.","cruza","tira de","street","stroller","él está ahora otra vez con el carretera [=carrito] para niños y ha pasado la calle en el pueblo"
"54","L2","Control",31,"prm_boudun","El escarabajo sube un montículo con una pelota.","El escarabajo rueda una pelota por un montículo.","sube","rueda","dune","swimming_ring","le [el balón] <está pujando> [=está empujando] para subir por el colmo de arena"
"54","L2","Control",32,"pgd_valnei","El chico baja una pendiente con una piedra.","El chico empuja una piedra por una pendiente.","baja","empuja","snowyhill","suitcase","está bajando la maleta verde por el colmo con nieve"
"55","L2","Manner",1,"pgd_valcol","El hombre baja una rampa con un sofá.","El hombre empuja un sofá por una rampa.","baja","empuja","hill","suitcase","Popi empuja una maleta abajo de la colina"
"55","L2","Manner",2,"trm_voidun","La pasajera sube una pasarela con un bolso con ruedas.","La pasajera tira de un bolso con ruedas por una pasarela.","sube","tira de","dune","toy_car","Popi tira un coche a la duna"
"55","L2","Manner",3,"pre_pnegro","La joven entra en un gimnasio con un aro.","La joven rueda un aro por un gimnasio.","entra en","rueda","cave","tire","Popi tira una rueda a la cueva"
"55","L2","Manner",4,"pgm_paqtoi","La moza sube un repecho con un sillón.","La moza empuja un sillón por un repecho.","sube","empuja","roof","package","Popi empuja un paquete por el tejado"
"55","L2","Manner",5,"prd_balcol","La niña baja una cuesta con un plato.","La niña rueda un plato por una cuesta.","baja","rueda","hill","balloon","Popi empuja una pelota al bajo [abajo] de la colina"
"55","L2","Manner",6,"pgm_paqdun","El señor sube unos escalones con una televisión.","El señor empuja una televisión por unos escalones.","sube","empuja","dune","package","Popi empuja un paquete por la duna"
"55","L2","Manner",7,"prt_rourue","El borracho cruza una avenida con una botella.","El borracho rueda una botella por una avenida.","cruza","rueda","street","cartwheel","Popi cruza el camino con una rueda"
"55","L2","Manner",8,"tge_chamai","El vendedor entra en un local con una lámpara.","El vendedor arrastra una lámpara por un local.","entra en","arrastra","house","chair","Popi arrastra una silla por la casa"
"55","L2","Manner",9,"pgt_panrou","El niño cruza una habitación con una papelera.","El niño empuja una papelera por una habitación.","cruza","empuja","road","basket","Popi empuja una cesta por el bosque"
"55","L2","Manner",10,"tre_cadmai","El nene entra en una escuela con un triciclo.","El nene tira de un triciclo por una escuela.","entra en","tira de","house","shopping_trolley","Popi tira un carrito de compras por la casa"
"55","L2","Manner",11,"tgt_cherue","El campesino cruza una parcela con un palo.","El campesino arrastra un palo por una parcela.","cruza","arrastra","street","rocking_horse","Popi arrastra un caballo de juguetes por la camino"
"55","L2","Manner",12,"trd_brocol","La muchacha baja una costana con una bicicleta.","La muchacha tira de una bicicleta por una costana.","baja","tira de","hill","wheelbarrow","Popi tira una carretillo [=carretilla] por la colina"
"55","L2","Manner",13,"pre_pnemai","La chiquilla entra en un aula con un hula hoop.","La chiquilla rueda un hula hoop por un aula.","entra en","rueda","house","tire","Popi rueda una rueda por la casa"
"55","L2","Manner",14,"tgd_malcol","El conserje baja una escalinata con un colchón.","El conserje arrastra un colchón por una escalinata.","baja","arrastra","hill","trunk","Popi arrastra un cajón por la colina"
"55","L2","Manner",15,"tre_cadgro","El chiquillo entra en un jardín con un patinete.","El chiquillo tira de un patinete por un jardín.","entra en","tira de","cave","shopping_trolley","Popi tira un carrito de compras por la cueva"
"55","L2","Manner",16,"pgt_panrue","El bombero cruza un pasillo con un piano.","El bombero empuja un piano por un pasillo.","cruza","empuja","street","basket","Popi empuja una cesta por el camino"
"55","L2","Manner",17,"prm_boudun","El escarabajo sube un montículo con una pelota.","El escarabajo rueda una pelota por un montículo.","sube","rueda","dune","swimming_ring","Popi empuja un flotador por la duna"
"55","L2","Manner",18,"tgt_cherou","La anciana cruza una sala con una alfombra.","La anciana arrastra una alfombra por una sala.","cruza","arrastra","road","rocking_horse","Popi arrastra un caballo de juguetes por el camino"
"55","L2","Manner",19,"pge_tabmai","El informático entra en un cuarto con un ordenador.","El informático empuja un ordenador por un cuarto.","entra en","empuja","house","table","Popi empuja una mesa por la casa"
"55","L2","Manner",20,"trd_bronei","El muchacho baja un cerro con una moto.","El muchacho tira de una moto por un cerro.","baja","tira de","snowyhill","wheelbarrow","Popi tira un carrotillo [=una carretilla] por la colina"
"55","L2","Manner",21,"tgm_sacdun","La hormiga sube una roca con una hoja.","La hormiga arrastra una hoja por una roca.","sube","arrastra","dune","sack","Popi arrastra un saco por la duna"
"55","L2","Manner",22,"pgd_valnei","El chico baja una pendiente con una piedra.","El chico empuja una piedra por una pendiente.","baja","empuja","snowyhill","suitcase","Popi empuja una muleta [=maleta] por la colina"
"55","L2","Manner",23,"tgm_sactoi","El explorador sube un desnivel con un trineo.","El explorador arrastra un trineo por un desnivel.","sube","arrastra","roof","sack","Popi arrastra un saco por el tejado"
"55","L2","Manner",24,"trt_pourou","El labrador cruza un puente con una carreta.","El labrador tira de una carreta por un puente.","cruza","tira de","road","stroller","Popi tira un carrito de bebé por el camino"
"55","L2","Manner",25,"pge_tabgro","El empleado entra en un almacén con un armario.","El empleado empuja un armario por un almacén.","entra en","empuja","cave","table","Popi empuja una mesa por la cueva"
