"Subject","Group","Condition","VideoTrial","VideoName","Target","Path","Manner","P_anyw","P_V","P_adj","M_anyw","M_V","M_adj"
"55","L2","Manner",19,"pge_tabmai","Popi empuja una mesa por la casa","No Path","V",0,0,0,1,1,0
"55","L2","Manner",20,"trd_bronei","Popi tira un carrotillo [=una carretilla] por la colina","No Path","V",0,0,0,1,1,0
"55","L2","Manner",21,"tgm_sacdun","Popi arrastra un saco por la duna","No Path","V",0,0,0,1,1,0
"55","L2","Manner",22,"pgd_valnei","Popi empuja una muleta [=maleta] por la colina","No Path","V",0,0,0,1,1,0
"55","L2","Manner",23,"tgm_sactoi","Popi arrastra un saco por el tejado","No Path","V",0,0,0,1,1,0
"55","L2","Manner",24,"trt_pourou","Popi tira un carrito de bebé por el camino","No Path","V",0,0,0,1,1,0
"55","L2","Manner",25,"pge_tabgro","Popi empuja una mesa por la cueva","No Path","V",0,0,0,1,1,0
"55","L2","Manner",26,"prt_rourou","Popi rueda una rueda por el bosque","No Path","V",0,0,0,1,1,0
"55","L2","Manner",27,"trm_voitoi","Popi tira de un coche de juguetes por el tejado","No Path","V",0,0,0,1,1,0
"55","L2","Manner",28,"tgd_malnei","Popi arrastra un cajón por la colina","No Path","V",0,0,0,1,1,0
"55","L2","Manner",29,"prm_boutoi","Popi empuja un flotero [=flotador] por el tejado","No Path","V",0,0,0,1,1,0
"55","L2","Manner",30,"trt_pourue","Popi tira de un carrito de bebé por el camino","No Path","V",0,0,0,1,1,0
"55","L2","Manner",31,"tge_chagro","Popi arrastra una silla por la cueva","No Path","V",0,0,0,1,1,0
"55","L2","Manner",32,"pgt_panrue","Popi empuja una cesta por el camino","No Path","V",0,0,0,1,1,0
"56","L2","Control",1,"prd_balnei","Popi ha bajado el juguete de niños que es una bala hinchada de la cuesta","V","No Manner",1,1,0,0,0,0
"56","L2","Control",2,"tre_cadmai","Popi ha entrado el carro de las compras en la casa","V","No Manner",1,1,0,0,0,0
"56","L2","Control",3,"tgm_sacdun","Popi ha subido el saco de una cuesta de arena al lado del mar","V","No Manner",1,1,0,0,0,0
"56","L2","Control",4,"pgd_valnei","Popi ha bajado una maleta de una cuesta con nieve","V","No Manner",1,1,0,0,0,0
"56","L2","Control",5,"tge_chagro","Popi ha entrado una silla en la cueva","V","No Manner",1,1,0,0,0,0
"56","L2","Control",6,"pgm_paqtoi","Popi ha subido un paquete en el techo de una casa","V","No Manner",1,1,0,0,0,0
"56","L2","Control",7,"tre_cadgro","Popi ha entrado con el carro de compras en la cueva","V","No Manner",1,1,0,0,0,0
"56","L2","Control",8,"prm_boudun","Popi ha subido en una cuesta al lado del mar con un flotador","V","No Manner",1,1,0,0,0,0
"56","L2","Control",9,"trt_pourue","Popi ha cruzado la carretera con un carro de niños","V","No Manner",1,1,0,0,0,0
"56","L2","Control",10,"prd_balcol","Popi ha bajado una pelota hinch(able) de una cuesta abajo","V+Adjunct","No Manner",1,1,1,0,0,0
"56","L2","Control",11,"trm_voidun","Popi ha subido un juguete que es un coche de niños a una cuesta al lado del mar","V","No Manner",1,1,0,0,0,0
"56","L2","Control",12,"prt_rourou","Popi ha cruzado la carretera con una rueda","V","No Manner",1,1,0,0,0,0
"56","L2","Control",13,"pgd_valcol","Popi ha bajado con una maleta de una cuesta","V","No Manner",1,1,0,0,0,0
"56","L2","Control",14,"trm_voitoi","Popi ha subido con un juguete a un techo de una casa","V","No Manner",1,1,0,0,0,0
"56","L2","Control",15,"pre_pnemai","Popi ha entrado en la casa con una rueda","V","No Manner",1,1,0,0,0,0
"56","L2","Control",16,"trd_brocol","Popi ha bajado una cuesta con un cacharro","V","No Manner",1,1,0,0,0,0
"56","L2","Control",17,"pge_tabmai","Popi ha entrado en la casa con una mesa","V","No Manner",1,1,0,0,0,0
"56","L2","Control",18,"prm_boutoi","Popi ha subido del techo de una casa con un flotador","V","No Manner",1,1,0,0,0,0
"56","L2","Control",19,"tgt_cherou","Popi ha cruzado un [=una] carretera con un caballo que es un juguete de los niños","V","No Manner",1,1,0,0,0,0
"56","L2","Control",20,"pge_tabgro","Popi ha entrado en la cueva con una mesa","V","No Manner",1,1,0,0,0,0
"56","L2","Control",21,"tgd_malcol","Popi ha bajado en una cuesta con un box","V","No Manner",1,1,0,0,0,0
"56","L2","Control",22,"pgt_panrue","Popi ha cruzado la calle con una <cenesta lleno> [=canasta llena] de manzanas","V","No Manner",1,1,0,0,0,0
"56","L2","Control",23,"tgm_sactoi","Popi ha subido el techo de una casa con un saco","V","No Manner",1,1,0,0,0,0
"56","L2","Control",24,"trt_pourou","Popi ha cruzado la carretera con el cacharro de niños","V","No Manner",1,1,0,0,0,0
"56","L2","Control",25,"tge_chamai","Popi ha entrado en la casa con una silla","V","No Manner",1,1,0,0,0,0
"56","L2","Control",26,"pgt_panrou","Popi ha cruzado la carretera con la cesta lleno [=llena] de manzanas","V","No Manner",1,1,0,0,0,0
"56","L2","Control",27,"trd_bronei","Popi ha bajado la cuesta de nieve con un cacharro","V","No Manner",1,1,0,0,0,0
"56","L2","Control",28,"pgm_paqdun","Popi ha subido la cuesta de arena con un paquete","V","No Manner",1,1,0,0,0,0
"56","L2","Control",29,"tgt_cherue","Popi ha cruzado la calle con el caballo que es un juguete de niños","V","No Manner",1,1,0,0,0,0
"56","L2","Control",30,"pre_pnegro","Popi ha entrado en la cueva con una rueda","V","No Manner",1,1,0,0,0,0
"56","L2","Control",31,"tgd_malnei","Popi ha bajado una cuesta de nieve con un box","V","No Manner",1,1,0,0,0,0
"56","L2","Control",32,"pgm_paqtoi","Popi ha subido un techo de una casa con un paquete","V","No Manner",1,1,0,0,0,0
"57","L2","Path",1,"prt_rourou","el Popi ha movido una rueda en un bosque","No Path","No Manner",0,0,0,0,0,0
"57","L2","Path",2,"tgd_malcol","el Popi baja una caja negra en una cuerda en una colina","V","Adjunct",1,1,0,1,0,1
"57","L2","Path",3,"pgm_paqtoi","el Popi sube un paquete en un tejado en las montañas","V","No Manner",1,1,0,0,0,0
"57","L2","Path",4,"trt_pourou","el Popi cruza una calle con <una carretera> [=un carrito]","V","No Manner",1,1,0,0,0,0
"57","L2","Path",5,"pre_pnegro","el Popi entra en una cueva con una rueda","V","No Manner",1,1,0,0,0,0
"57","L2","Path",6,"pgt_panrue","el Popi cruza una calle con un cesto de manzanas","V","No Manner",1,1,0,0,0,0
"57","L2","Path",7,"pre_pnemai","el Popi entra en una puerta con una rueda","V","No Manner",1,1,0,0,0,0
"57","L2","Path",8,"pgd_valcol","el Popi baja en una colina con una maleta","V","No Manner",1,1,0,0,0,0
"57","L2","Path",9,"prm_boudun","el Popi sube en una colina de arena con un flotador","V","No Manner",1,1,0,0,0,0
"57","L2","Path",10,"pge_tabgro","el Popi entra en una cueva con una mesa","V","No Manner",1,1,0,0,0,0
"57","L2","Path",11,"prm_boutoi","el Popi sube un tejado con un flotador","V","No Manner",1,1,0,0,0,0
"57","L2","Path",12,"trd_brocol","el Popi baja una colina con un no sé","V","No Manner",1,1,0,0,0,0
"57","L2","Path",13,"pgm_paqdun","el Popi sube una colina de arena con un paquete","V","No Manner",1,1,0,0,0,0
"57","L2","Path",14,"tgt_cherue","el Popi cruza una calle con un caballo","V","No Manner",1,1,0,0,0,0
"57","L2","Path",15,"trm_voitoi","el Popi sube una casa con un coche","V","No Manner",1,1,0,0,0,0
"57","L2","Path",16,"tge_chagro","el Popi entra en una cueva con una silla","V","No Manner",1,1,0,0,0,0
"57","L2","Path",17,"trm_voidun","el Popi sube una colina de arena con un coche para niños","V","No Manner",1,1,0,0,0,0
"57","L2","Path",18,"pgd_valnei","el Popi baja una colina de nieve con una maleta","V","No Manner",1,1,0,0,0,0
"57","L2","Path",19,"tgt_cherou","el Popi cruza una calle con un caballo de madera","V","No Manner",1,1,0,0,0,0
"57","L2","Path",20,"pge_tabmai","el Popi entra en un almacén con una mesa","V","No Manner",1,1,0,0,0,0
"57","L2","Path",21,"prd_balcol","el Popi baja una colina con una pelota de aire","V","No Manner",1,1,0,0,0,0
"57","L2","Path",22,"pgt_panrou","el Popi cruza una calle con un cesto de manzanas","V","No Manner",1,1,0,0,0,0
"57","L2","Path",23,"tgm_sactoi","el Popi sube un tejado con un saco","V","No Manner",1,1,0,0,0,0
"57","L2","Path",24,"trt_pourue","el Popi cruza una calle con un coche de bebé","V","No Manner",1,1,0,0,0,0
"57","L2","Path",25,"tgm_sacdun","el Popi sube una colina de arena con un saco","V","No Manner",1,1,0,0,0,0
"57","L2","Path",26,"prd_balnei","el Popi ha bajado una pelota de aire en una colina de nieve","V","No Manner",1,1,0,0,0,0
"57","L2","Path",27,"tre_cadmai","el Popi entra en un almacén con una carretera de no sé","V","No Manner",1,1,0,0,0,0
"57","L2","Path",28,"tgd_malnei","el Popi baja una caja con una cuerda en una colina de nieve en el pueblo de las montañas","V","Adjunct",1,1,0,1,0,1
"57","L2","Path",29,"prt_rourue","el Popi cruza una calle con una rueda de madera en un pueblo en Austria","V","No Manner",1,1,0,0,0,0
"57","L2","Path",30,"tge_chamai","el Popi entra en un almacén con una silla de plástico verde","V","No Manner",1,1,0,0,0,0
"57","L2","Path",31,"trd_bronei","el Popi baja una carretera [=carretilla]","V","No Manner",1,1,0,0,0,0
"57","L2","Path",32,"tgm_sactoi","el Popi sube un tejado con un saco","V","No Manner",1,1,0,0,0,0
"58","L2","Manner",1,"pgt_panrue","Popi empuja un cesto de manzanas por el pasillo","No Path","V",0,0,0,1,1,0
"58","L2","Manner",2,"tge_chagro","Popi arrastra una silla verde a la cueva","No Path","V",0,0,0,1,1,0
"58","L2","Manner",3,"pgt_panrou","Popi empuja un cesto de manzanas de un lado del camino al otro","Adjunct","V",1,0,1,1,1,0
"58","L2","Manner",4,"prm_boutoi","Popi empuja un flotador en el tejado","No Path","V",0,0,0,1,1,0
"58","L2","Manner",5,"pgd_valcol","Popi empuja una maleta por una colina","No Path","V",0,0,0,1,1,0
"58","L2","Manner",6,"prt_rourou","Popi rueda una rueda de un lado del camino al otro","Adjunct","V",1,0,1,1,1,0
"58","L2","Manner",7,"trm_voitoi","Popi tira un coche de juguete por el tejado","No Path","V",0,0,0,1,1,0
"58","L2","Manner",8,"pge_tabmai","Popi empuja una mesa por un patio","No Path","V",0,0,0,1,1,0
"58","L2","Manner",9,"trm_voidun","Popi tira un coche de juguete por una colina","No Path","V",0,0,0,1,1,0
"58","L2","Manner",10,"prt_rourue","Popi tira una rueda por una avenida","No Path","V",0,0,0,1,1,0
"58","L2","Manner",11,"trd_brocol","Popi tira de un carro por una colina","No Path","V",0,0,0,1,1,0
"58","L2","Manner",12,"tgt_cherou","Popi arrastra un caballo de juguete por el camino","No Path","V",0,0,0,1,1,0
"58","L2","Manner",13,"tre_cadmai","Popi tira de un carrito de compras por la casa","No Path","V",0,0,0,1,1,0
"58","L2","Manner",14,"prm_boudun","Popi tira de un flotador por una colina","No Path","V",0,0,0,1,1,0
"58","L2","Manner",15,"trd_bronei","Popi tira de un carrito por una colina nevada","No Path","V",0,0,0,1,1,0
"58","L2","Manner",16,"pgm_paqtoi","Popi empuja un paquete por el tejado","No Path","V",0,0,0,1,1,0
"58","L2","Manner",17,"prd_balnei","Popi rueda una pelota por una colina nevada","No Path","V",0,0,0,1,1,0
"58","L2","Manner",18,"pgm_paqdun","Popi empuja un paquete por una colina","No Path","V",0,0,0,1,1,0
"58","L2","Manner",19,"pre_pnemai","Popi rueda una rueda por el patio","No Path","V",0,0,0,1,1,0
"58","L2","Manner",20,"tgm_sacdun","Popi arrastra un saco por una colina","No Path","V",0,0,0,1,1,0
"58","L2","Manner",21,"pge_tabgro","Popi empuja la mesa por la cueva","No Path","V",0,0,0,1,1,0
"58","L2","Manner",22,"tgd_malcol","Popi arrastra un box@sw por una colina","No Path","V",0,0,0,1,1,0
"58","L2","Manner",23,"trt_pourue","Popi tira de como una cama pero que tiene ruedas para bebés por un camino","No Path","V",0,0,0,1,1,0
"58","L2","Manner",24,"tgm_sactoi","Popi arrastra un saco por el tejado","No Path","V",0,0,0,1,1,0
"58","L2","Manner",25,"tre_cadgro","Popi tira de un carrito de compras por una cueva","No Path","V",0,0,0,1,1,0
"58","L2","Manner",26,"tgd_malnei","Popi arrastra un box@sw por una colina nevada","No Path","V",0,0,0,1,1,0
"58","L2","Manner",27,"trt_pourou","Popi tira de la cama con ruedas para bebés por un camino","No Path","V",0,0,0,1,1,0
"58","L2","Manner",28,"pgd_valnei","Popi empuja una maleta abajo de la colina","Adjunct","V",1,0,1,1,1,0
"58","L2","Manner",29,"tge_chamai","Popi arrastra una silla por el patio","No Path","V",0,0,0,1,1,0
"58","L2","Manner",30,"prd_balcol","Popi rueda una pelota por una colina","No Path","V",0,0,0,1,1,0
"58","L2","Manner",31,"tgt_cherue","Popi arrastra un caballo de juguete por la calle","No Path","V",0,0,0,1,1,0
"58","L2","Manner",32,"pgm_paqtoi","Popi empuja un paquete por un tejado","No Path","V",0,0,0,1,1,0
"59","L2","Control",1,"tre_cadmai","Popi ha entrado en el granjero [=granero] con un carrete [=carrito]","V","No Manner",1,1,0,0,0,0
"59","L2","Control",2,"tgd_malcol","Popi ha bajado por una colina trayendo un baúl","V","No Manner",1,1,0,0,0,0
"59","L2","Control",3,"trt_pourue","Popi ha atravesado una calle con un coche de niño","V","No Manner",1,1,0,0,0,0
"59","L2","Control",4,"pre_pnegro","Popi ha entrado en una cueva empujando una rueda de coche","V","Adjunct",1,1,0,1,0,1
"59","L2","Control",5,"tgt_cherou","Popi ha atravesado una carretera con un caballo de juguete","V","No Manner",1,1,0,0,0,0
"59","L2","Control",6,"prd_balcol","Popi ha bajado por una colina empujando una pelota hinchable","V","Adjunct",1,1,0,1,0,1
"59","L2","Control",7,"tre_cadgro","Popi ha entrado en una cueva llevándose un pequeño carrete [=carrito] para las compras","V","No Manner",1,1,0,0,0,0
"59","L2","Control",8,"prt_rourou","Popi ha atravesado una carretera empujando una gran rueda de carrete [=carreta]","V","Adjunct",1,1,0,1,0,1
"59","L2","Control",9,"tge_chagro","Popi ha entrado en una cueva llevándose una silla plástica","V","No Manner",1,1,0,0,0,0
"59","L2","Control",10,"pgt_panrue","Popi ha cruzado una calle empujando una gran cesta llena de manzanas","V","Adjunct",1,1,0,1,0,1
"59","L2","Control",11,"tgm_sacdun","Popi ha subido por una duna llevando un gran saco","V","No Manner",1,1,0,0,0,0
"59","L2","Control",12,"pgd_valcol","Popi ha bajado por una colina empujando una maleta","V","Adjunct",1,1,0,1,0,1
"59","L2","Control",13,"trm_voitoi","Popi ha subido por el tejado de una gran casa arrastrando un coche de juguete","V","Adjunct",1,1,0,1,0,1
"59","L2","Control",14,"tgd_malnei","Popi ha bajado por una colina cubierto [=cubierta] de nieve llevando un baúl","V","No Manner",1,1,0,0,0,0
"59","L2","Control",15,"pgt_panrou","Popi ha entrado en una cueva empujando una rueda de coche","V","Adjunct",1,1,0,1,0,1
"59","L2","Control",16,"trd_bronei","Popi ha bajado por una colina cubierta de nieve llevando <un carrete amarillo> [=una carretilla amarilla]","V","No Manner",1,1,0,0,0,0
"59","L2","Control",17,"pgm_paqdun","Popi ha subido por una duna empujando un gran paquete envuelto","V","Adjunct",1,1,0,1,0,1
"59","L2","Control",18,"trd_brocol","Popi ha bajado por una colina llevando <un carrete amarillo> [=una carretilla amarilla]","V","No Manner",1,1,0,0,0,0
"59","L2","Control",19,"pge_tabmai","Popi ha entrado en un tipo de bodega con una mesa","V","No Manner",1,1,0,0,0,0
"59","L2","Control",20,"prt_rourue","Popi ha atravesado una calle con una rueda de carrete [=carreta] bastante grande","V","No Manner",1,1,0,0,0,0
"59","L2","Control",21,"pgm_paqtoi","Popi ha subido por el tejado de una casa con un paquete envuelto en papel","V","No Manner",1,1,0,0,0,0
"59","L2","Control",22,"trt_pourou","Popi ha cruzado una carretera con un coche de niño","V","No Manner",1,1,0,0,0,0
"59","L2","Control",23,"prd_balnei","Popi ha bajado por una colina cubierta de nieve con un gran balón hinchable","V","No Manner",1,1,0,0,0,0
"59","L2","Control",24,"tge_chamai","Popi ha entrado en un granjero [granero] o bodega con una silla plástica","V","No Manner",1,1,0,0,0,0
"59","L2","Control",25,"prm_boudun","Popi ha subido por una colina con un flotador plástico","V","No Manner",1,1,0,0,0,0
"59","L2","Control",26,"pge_tabgro","Popi ha entrado en una cueva con una mesa de madera","V","No Manner",1,1,0,0,0,0
"59","L2","Control",27,"tgm_sactoi","Popi ha subido por el tejado de una casa grande arrastrando un gran saco","V","Adjunct",1,1,0,1,0,1
"59","L2","Control",28,"pre_pnemai","Popi ha entrado en el granjero [=granero] con una gran llanta","V","No Manner",1,1,0,0,0,0
"59","L2","Control",29,"pgd_valnei","Popi ha bajado una maleta por una colina cubierta de nieve","V","No Manner",1,1,0,0,0,0
"59","L2","Control",30,"trm_voidun","Popi ha subido por una duna arrastrando un coche de juguete","V","Adjunct",1,1,0,1,0,1
"59","L2","Control",31,"tgt_cherue","Popi ha cruzado una calle con un caballo de juguete","V","No Manner",1,1,0,0,0,0
"59","L2","Control",32,"pre_pnemai","Popi ha entrado en una bodega con una gran rueda","V","No Manner",1,1,0,0,0,0
"60","L2","Manner",1,"tgt_cherou","Popi ha cruzado el camino con un juguete caballo","V","No Manner",1,1,0,0,0,0
"60","L2","Manner",2,"pgm_paqtoi","Popi ha transportado un paquete desde la césped hasta arriba de un tejado","Adjunct","No Manner",1,0,1,0,0,0
"60","L2","Manner",3,"pre_pnemai","ha entrado con la rueda en el garaje","V","No Manner",1,1,0,0,0,0
"60","L2","Manner",4,"tgm_sacdun","Popi ha subido una duna con un saco","V","No Manner",1,1,0,0,0,0
"60","L2","Manner",5,"pgd_valcol","Popi ha bajado una maleta por una colina","V","No Manner",1,1,0,0,0,0
"60","L2","Manner",6,"tgm_sactoi","Popi ha subido por el tejado con un saco","V","No Manner",1,1,0,0,0,0
"60","L2","Manner",7,"trd_brocol","Popi acaba de bajar una colina con una carretilla","V","No Manner",1,1,0,0,0,0
"60","L2","Manner",8,"pge_tabmai","Popi ha empujado una mesa entrando en el garaje","Adjunct","V",1,0,1,1,1,0
"60","L2","Manner",9,"tgd_malnei","Popi arrastra un baúl por una colina nevada","No Path","V",0,0,0,1,1,0
"60","L2","Manner",10,"prt_rourue","Popi rueda una rueda de un vehículo antiguo cruzando una calle","Adjunct","V",1,0,1,1,1,0
"60","L2","Manner",11,"tgd_malcol","Popi ha bajado una colina arrastrando un baúl","V","Adjunct",1,1,0,1,0,1
"60","L2","Manner",12,"tre_cadgro","Popi ha arrastrado una bolsa de compras con ruedas entrando en una cueva","Adjunct","V",1,0,1,1,1,0
"60","L2","Manner",13,"pgt_panrue","Popi ha cruzado una calle con una cesta llena de manzanas","V","No Manner",1,1,0,0,0,0
"60","L2","Manner",14,"tge_chagro","Popi acaba de arrastrar una silla de plástico entrando en una cueva","Adjunct","V",1,0,1,1,1,0
"60","L2","Manner",15,"trt_pourou","Popi ha cruzado el camino con un carro de bebé","V","No Manner",1,1,0,0,0,0
"60","L2","Manner",17,"tgt_cherue","Popi ha cruzado el camino arrastrando un caballo juguete","V","Adjunct",1,1,0,1,0,1
"60","L2","Manner",18,"pgm_paqdun","Popi ha subido una duna empujando un paquete","V","Adjunct",1,1,0,1,0,1
"60","L2","Manner",19,"prd_balcol","Popi ha rodado una pelota inflable bajando una colina","Adjunct","V",1,0,1,1,1,0
"60","L2","Manner",20,"tge_chamai","Popi ha arrastrado una silla de plástico y ha entrado en el garaje","V","V",1,1,0,1,1,0
"60","L2","Manner",21,"prm_boudun","Popi ha rodado un flotador subiendo una duna","Adjunct","V",1,0,1,1,1,0
"60","L2","Manner",22,"trd_bronei","Popi ha bajado una colina nevada con una carretilla","V","No Manner",1,1,0,0,0,0
"60","L2","Manner",23,"pge_tabgro","Popi empuja una mesa y entra en la cueva","V","V",1,1,0,1,1,0
"60","L2","Manner",24,"trm_voitoi","Popi tira de un coche juguete subiendo el tejado","Adjunct","V",1,0,1,1,1,0
"60","L2","Manner",25,"prd_balnei","Popi ha rodado una bola bajando por una colina nevada","Adjunct","V",1,0,1,1,1,0
"60","L2","Manner",26,"pgt_panrou","Popi ha cruzado el camino con una cesta llena de manzanas","V","No Manner",1,1,0,0,0,0
"60","L2","Manner",27,"tre_cadmai","Popi ha tirado de una carretilla y ha entrado en el garaje","V","V",1,1,0,1,1,0
"60","L2","Manner",28,"prm_boutoi","Popi ha rodado un flotador hasta la punta de un tejado","Adjunct","V",1,0,1,1,1,0
"60","L2","Manner",29,"trt_pourue","Popi ha cruzado la calle tirando un carrito de bebé","V","Adjunct",1,1,0,1,0,1
"60","L2","Manner",30,"pre_pnegro","Popi ha rodado una rueda y ha entrado con la rueda en la cueva","V","V",1,1,0,1,1,0
"60","L2","Manner",31,"trm_voidun","Popi ha subido una duna tirando un coche juguete","V","Adjunct",1,1,0,1,0,1
"60","L2","Manner",32,"pgd_valcol","Popi ha empujado una maleta por una colina","No Path","V",0,0,0,1,1,0
"NS_1","NS","Control",1,"trd_brocol","ha bajado la ladera de una colina con una carretilla a su espalda","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",2,"tgm_sacdun","ha subido un saco por una duna de la playa","V","No Manner",1,1,0,0,0,0
"NS_1","NS","Control",3,"trd_bronei","ha bajado una ladera con una carretilla a su espalda sobre la nieve","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",4,"pgm_paqdun","ha subido un regalo por una duna en la playa","V","No Manner",1,1,0,0,0,0
"NS_1","NS","Control",5,"prd_balcol","ha bajado una colina empujando una pelota","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",6,"pge_tabgro","ha metido una mesa en una cueva","V","No Manner",1,1,0,0,0,0
"NS_1","NS","Control",7,"tgd_malcol","ha bajado una especie de baúl por una ladera tirando de él con una cuerda","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",8,"trt_pourou","ha cruzado un camino por una especia de bosque tirando de un carrito","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",9,"pgd_valcol","ha bajado por una ladera empujando una maleta","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",10,"trt_pourue","ha cruzado una calle de un pueblo tirando de un carrito de bebé","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",11,"prd_balnei","ha bajado una ladera nevada empujando una pelota","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",12,"pgm_paqtoi","ha subido empujando un regalo por el tejado de una casa","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",13,"tgt_cherou","ha cruzado un camino tirando de un caballito de madera","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",14,"prm_boutoi","ha subido un flotador en forma de rosquilla por encima de un tejado","V","No Manner",1,1,0,0,0,0
"NS_1","NS","Control",15,"pgt_panrou","ha cruzado un camino campestre empujando una cesta llena de manzanas","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",16,"trm_voidun","ha subido una duna de una playa tirando de un cochecito de juguete con una cuerda","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",17,"tge_chagro","ha metido una silla verde en una cueva","V","No Manner",1,1,0,0,0,0
"NS_1","NS","Control",18,"prt_rourue","ha cruzado un camino de un pueblo empujando una rueda","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",19,"tre_cadmai","ha entrado en un pajar tirando de un carretilla","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",20,"prm_boudun","ha subido una duna de la playa empujando un flotador con forma de rosquilla","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",21,"pgt_panrue","ha cruzado la calle de un pueblo empujando una cesta llena de manzanas","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",22,"pre_pnegro","ha entrado en una cueva en el campo empujando una rueda de coche","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",23,"tgm_sactoi","ha subido por el tejado de una casa tirando de un saco","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",24,"pgd_valnei","ha bajado por una ladera nevada empujando una maleta","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",25,"trm_voitoi","ha subido por el tejado de una casa tirando de un cochecito de juguete atado a una cuerda","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",26,"pre_pnemai","ha entrado en un granero empujando una rueda de coche","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",27,"tgt_cherue","ha cruzado una calle de un pueblo tirando de un caballito de madera atado a una cuerda","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",28,"pge_tabmai","ha entrado en un establo empujando una mesa de madera","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",29,"tgd_malnei","ha bajado una ladera nevada tirando de un baúl atado a una cuerda","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",30,"tre_cadgro","ha entrado en una cueva en el campo tirando de un carrito de la compra verde","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",31,"prt_rourou","ha cruzado un camino rural empujando una rueda de carruaje","V","Adjunct",1,1,0,1,0,1
"NS_1","NS","Control",32,"tge_chamai","ha entrado en un granero arrastrando una silla verde","V","Adjunct",1,1,0,1,0,1
"NS_150","NS","Manner",1,"tgt_cherou","Popi arrastra un caballito de juguete","No Path","V",0,0,0,1,1,0
"NS_150","NS","Manner",2,"pgd_valnei","Popi desliza una maleta por la nieve ","No Path","V",0,0,0,1,1,0
"NS_150","NS","Manner",3,"tgm_sactoi","Popi sube un tejado arrastrando un saco","V","Adjunct",1,1,0,1,0,1
"NS_150","NS","Manner",4,"tre_cadgro","Popi entra en una cueva con un carrito ","V","No Manner",1,1,0,0,0,0
"NS_150","NS","Manner",5,"prt_rourou","Popi lleva una rueda de un lado a otro de la carretera","Adjunct","No Manner",1,0,1,0,0,0
"NS_150","NS","Manner",6,"tgd_malnei","Popi lleva un cajón ladera abajo","Adjunct","No Manner",1,0,1,0,0,0
"NS_150","NS","Manner",7,"trm_voidun","Popi arrastra un cochecito por la arena","No Path","V",0,0,0,1,1,0
"NS_150","NS","Manner",8,"pgt_panrou","Popi empuja una cesta con frutas","No Path","V",0,0,0,1,1,0
"NS_150","NS","Manner",9,"tgd_malcol","Popi arrastra un cajón por el césped","No Path","V",0,0,0,1,1,0
"NS_150","NS","Manner",10,"pgt_panrue","Popi empuja una cesta con frutas por una cuidad","No Path","V",0,0,0,1,1,0
"NS_150","NS","Manner",11,"prd_balcol","Popi rueda una pelota por una colina","No Path","V",0,0,0,1,1,0
"NS_150","NS","Manner",12,"pgm_paqtoi","Popi empuja un regalo por un tejado","No Path","V",0,0,0,1,1,0
"NS_150","NS","Manner",13,"trt_pourue","Popi cruza la calle con un carrito","V","No Manner",1,1,0,0,0,0
"NS_150","NS","Manner",14,"prm_boudun","Popi rueda un flotador por la arena","No Path","V",0,0,0,1,1,0
"NS_150","NS","Manner",15,"tge_chamai","Popi lleva una silla adentro de una casa","Adjunct","No Manner",1,0,1,0,0,0
"NS_150","NS","Manner",16,"trd_bronei","Popi lleva un carro por la nieve","No Path","No Manner",0,0,0,0,0,0
"NS_150","NS","Manner",17,"pre_pnegro","Popi rueda un neumático adentro de una cueva","Adjunct","V",1,0,1,1,1,0
"NS_150","NS","Manner",18,"tgm_sacdun","Popi sube un saco por la arena","V","No Manner",1,1,0,0,0,0
"NS_150","NS","Manner",19,"pge_tabmai","Popi empuja una mesa hacia dentro de una casa","Adjunct","V",1,0,1,1,1,0
"NS_150","NS","Manner",20,"trm_voitoi","Popi tira de un coche hacia arriba de un tejado ","Adjunct","V",1,0,1,1,1,0
"NS_150","NS","Manner",21,"pre_pnemai","Popi empuja una rueda hacia dentro una casa","Adjunct","V",1,0,1,1,1,0
