"Subject","Group","Condition","VideoTrial","VideoName","Match","VocabEntry","Baseform","SemComp","Meaning","SyntCateg","SyntForm"
"NS_156","NS","Control",19,"trm_voidun","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_156","NS","Control",20,"pgd_valnei","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_156","NS","Control",21,"prm_boutoi","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_156","NS","Control",21,"prm_boutoi","verticalmente","verticalmente_AdvP","verticalmente","?Path","?UP","Adjunct","AdvP"
"NS_156","NS","Control",22,"tgt_cherue","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_156","NS","Control",23,"pgm_paqtoi","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_156","NS","Control",23,"pgm_paqtoi","verticalmente","verticalmente_AdvP","verticalmente","?Path","?UP","Adjunct","AdvP"
"NS_156","NS","Control",24,"tgt_cherou","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_156","NS","Control",25,"trd_bronei","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_156","NS","Control",26,"tge_chamai","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_156","NS","Control",27,"trm_voitoi","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_156","NS","Control",27,"trm_voitoi","verticalmente","verticalmente_AdvP","verticalmente","?Path","?UP","Adjunct","AdvP"
"NS_156","NS","Control",28,"prd_balcol","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_156","NS","Control",28,"prd_balcol","haciendo rodar","haciendo-rodar_Vphrase-Ger","hacer-rodar","Manner","MAKE-ROLL","Adjunct","V_vphrase-ger"
"NS_156","NS","Control",29,"pgm_paqdun","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_156","NS","Control",30,"pre_pnemai","hace rodar","hacer-rodar_Vphrase","hacer-rodar","Manner","MAKE-ROLL","V","V_vphrase"
"NS_156","NS","Control",31,"trd_brocol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_156","NS","Control",31,"trd_brocol","arrastrando","arrastrando_Ger","arrastrar","Manner","DRAG","Adjunct","V_ger"
"NS_156","NS","Control",32,"prt_rourou","hace rodar","hacer-rodar_Vphrase","hacer-rodar","Manner","MAKE-ROLL","V","V_vphrase"
"NS_157","NS","Manner",1,"pgt_panrou","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_157","NS","Manner",1,"pgt_panrou","al otro lado del bosque","PREP-otro-lado_PP","PREP-otro-lado","Path","ACROSS","Adjunct","PP"
"NS_157","NS","Manner",2,"tgm_sacdun","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_157","NS","Manner",2,"tgm_sacdun","a lo alto","PREP-lo-alto_PP","a-lo-alto","Path","UP","Adjunct","PP"
"NS_157","NS","Manner",3,"pre_pnegro","rueda","rodar_V","rodar","Manner","ROLL","V","V_fin"
"NS_157","NS","Manner",3,"pre_pnegro","hacia el interior de la cueva","PREP-el-interior_PP","PREP-el-interior","Path","INTO","Adjunct","PP"
"NS_157","NS","Manner",4,"trt_pourou","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_157","NS","Manner",4,"trt_pourou","hacia el otro lado de la carretera","PREP-otro-lado_PP","PREP-otro-lado","Path","ACROSS","Adjunct","PP"
"NS_157","NS","Manner",5,"prd_balnei","desliza","deslizar_V","deslizar","Manner","SLIDE","V","V_fin"
"NS_157","NS","Manner",5,"prd_balnei","abajo","abajo_AdvP","abajo","Path","DOWN","Adjunct","AdvP"
"NS_157","NS","Manner",6,"trm_voidun","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_157","NS","Manner",6,"trm_voidun","a lo alto","PREP-lo-alto_PP","a-lo-alto","Path","UP","Adjunct","PP"
"NS_157","NS","Manner",7,"pgd_valcol","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_157","NS","Manner",7,"pgd_valcol","abajo","abajo_AdvP","abajo","Path","DOWN","Adjunct","AdvP"
"NS_157","NS","Manner",8,"pre_pnemai","introduce","introducir_V","introducir","Path","INTO","V","V_fin"
"NS_157","NS","Manner",8,"pre_pnemai","dentro","(a)dentro_AdvP","adentro","Path","INTO","Adjunct","AdvP"
"NS_157","NS","Manner",9,"trd_brocol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_157","NS","Manner",10,"pgm_paqdun","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_157","NS","Manner",11,"tre_cadmai","mete","meter_V","meter","Path","INTO","V","V_fin"
"NS_157","NS","Manner",12,"pgt_panrue","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_157","NS","Manner",12,"pgt_panrue","al otro lado de la carretera","PREP-otro-lado_PP","PREP-otro-lado","Path","ACROSS","Adjunct","PP"
"NS_157","NS","Manner",13,"prm_boutoi","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_157","NS","Manner",13,"prm_boutoi","a lo alto","PREP-lo-alto_PP","a-lo-alto","Path","UP","Adjunct","PP"
"NS_157","NS","Manner",14,"tre_cadgro","mete","meter_V","meter","Path","INTO","V","V_fin"
"NS_157","NS","Manner",15,"tgd_malnei","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_157","NS","Manner",16,"trt_pourue","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"NS_157","NS","Manner",17,"pgd_valnei","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_157","NS","Manner",17,"pgd_valnei","abajo","abajo_AdvP","abajo","Path","DOWN","Adjunct","AdvP"
"NS_157","NS","Manner",18,"tge_chamai","mete","meter_V","meter","Path","INTO","V","V_fin"
"NS_157","NS","Manner",19,"trd_bronei","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_157","NS","Manner",20,"tgm_sactoi","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_157","NS","Manner",20,"tgm_sactoi","a lo alto","PREP-lo-alto_PP","a-lo-alto","Path","UP","Adjunct","PP"
"NS_157","NS","Manner",21,"pge_tabgro","introduce","introducir_V","introducir","Path","INTO","V","V_fin"
"NS_157","NS","Manner",22,"tgt_cherue","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_157","NS","Manner",22,"tgt_cherue","al otro lado de la carretera","PREP-otro-lado_PP","PREP-otro-lado","Path","ACROSS","Adjunct","PP"
"NS_157","NS","Manner",23,"pgm_paqtoi","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_157","NS","Manner",23,"pgm_paqtoi","a lo alto","PREP-lo-alto_PP","a-lo-alto","Path","UP","Adjunct","PP"
"NS_157","NS","Manner",24,"prt_rourue","mueve","mover_V","mover","Other","MOVE","V","V_fin"
"NS_157","NS","Manner",24,"prt_rourue","al otro lado de la carretera","PREP-otro-lado_PP","PREP-otro-lado","Path","ACROSS","Adjunct","PP"
"NS_157","NS","Manner",25,"pge_tabmai","mete","meter_V","meter","Path","INTO","V","V_fin"
"NS_157","NS","Manner",26,"prt_rourou","desliza","deslizar_V","deslizar","Manner","SLIDE","V","V_fin"
"NS_157","NS","Manner",26,"prt_rourou","al otro lado del bosque","PREP-otro-lado_PP","PREP-otro-lado","Path","ACROSS","Adjunct","PP"
"NS_157","NS","Manner",27,"tge_chagro","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_157","NS","Manner",27,"tge_chagro","al interior del túnel","PREP-el-interior_PP","PREP-el-interior","Path","INTO","Adjunct","PP"
"NS_157","NS","Manner",28,"prm_boudun","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_157","NS","Manner",28,"prm_boudun","a lo alto","PREP-lo-alto_PP","a-lo-alto","Path","UP","Adjunct","PP"
"NS_157","NS","Manner",29,"tgd_malcol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_157","NS","Manner",30,"trm_voitoi","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_157","NS","Manner",30,"trm_voitoi","a lo alto","PREP-lo-alto_PP","a-lo-alto","Path","UP","Adjunct","PP"
"NS_157","NS","Manner",31,"tgt_cherou","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_157","NS","Manner",31,"tgt_cherou","al otro lado de la carretera","PREP-otro-lado_PP","PREP-otro-lado","Path","ACROSS","Adjunct","PP"
"NS_157","NS","Manner",32,"pgm_paqtoi","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_158","NS","Control",1,"tre_cadmai","lleva","llevar_V","llevar","Other","BRING","V","V_fin"
"NS_158","NS","Control",2,"tgd_malnei","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_158","NS","Control",3,"prm_boutoi","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_158","NS","Control",4,"tre_cadgro","lleva","llevar_V","llevar","Other","BRING","V","V_fin"
"NS_158","NS","Control",4,"tre_cadgro","a una cueva","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"NS_158","NS","Control",5,"tgm_sactoi","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_158","NS","Control",6,"trd_bronei","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_158","NS","Control",7,"tgt_cherou","lleva","llevar_V","llevar","Other","BRING","V","V_fin"
"NS_158","NS","Control",9,"pgt_panrue","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"NS_158","NS","Control",10,"tgm_sacdun","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_158","NS","Control",11,"trd_brocol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_158","NS","Control",12,"tgt_cherue","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"NS_158","NS","Control",13,"trm_voitoi","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_158","NS","Control",14,"prt_rourou","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"NS_158","NS","Control",15,"tgd_malcol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_158","NS","Control",16,"pre_pnegro","mete","meter_V","meter","Path","INTO","V","V_fin"
"NS_158","NS","Control",17,"pgd_valcol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_158","NS","Control",18,"prt_rourue","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"NS_158","NS","Control",18,"prt_rourue","rodando","rodando_Ger","rodar","Manner","ROLL","Adjunct","V_ger"
"NS_158","NS","Control",19,"pgm_paqdun","lleva","llevar_V","llevar","Other","BRING","V","V_fin"
"NS_158","NS","Control",20,"pre_pnemai","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_158","NS","Control",20,"pre_pnemai","mete","meter_V","meter","Path","INTO","V","V_fin"
"NS_158","NS","Control",21,"pgd_valnei","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_158","NS","Control",22,"trt_pourou","pasa","pasar_V","pasar","?Path","?ACROSS","V","V_fin"
"NS_158","NS","Control",23,"pge_tabmai","mete","meter_V","meter","Path","INTO","V","V_fin"
"NS_158","NS","Control",23,"pge_tabmai","dentro","(a)dentro_AdvP","adentro","Path","INTO","Adjunct","AdvP"
"NS_158","NS","Control",24,"prd_balnei","lleva","llevar_V","llevar","Other","BRING","V","V_fin"
"NS_158","NS","Control",25,"pgm_paqtoi","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_158","NS","Control",25,"pgm_paqtoi","a lo alto","PREP-lo-alto_PP","a-lo-alto","Path","UP","Adjunct","PP"
"NS_158","NS","Control",26,"tge_chamai","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_158","NS","Control",26,"tge_chamai","dentro","(a)dentro_AdvP","adentro","Path","INTO","Adjunct","AdvP"
"NS_158","NS","Control",27,"prd_balcol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_158","NS","Control",28,"pge_tabgro","mete","meter_V","meter","Path","INTO","V","V_fin"
"NS_158","NS","Control",28,"pge_tabgro","dentro","(a)dentro_AdvP","adentro","Path","INTO","Adjunct","AdvP"
"NS_158","NS","Control",29,"trt_pourue","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"NS_158","NS","Control",30,"tge_chagro","guarda","guardar_V","guardar","?Path","?INTO","V","V_fin"
"NS_158","NS","Control",30,"tge_chagro","dentro","(a)dentro_AdvP","adentro","Path","INTO","Adjunct","AdvP"
"NS_158","NS","Control",31,"prm_boudun","lleva","llevar_V","llevar","Other","BRING","V","V_fin"
"NS_158","NS","Control",32,"pgt_panrou","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"NS_159","NS","Path",1,"trm_voitoi","ha arrastrado","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",1,"trm_voitoi","por encima","encima_PP","encima","?Path","?UP","Adjunct","PP"
"NS_159","NS","Path",2,"tgt_cherue","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",3,"pgd_valnei","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",4,"prm_boutoi","ha arrastrado","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",4,"prm_boutoi","por encima","encima_PP","encima","?Path","?UP","Adjunct","PP"
"NS_159","NS","Path",5,"tre_cadmai","ha arrastrado","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",6,"prt_rourue","ha arrastrado","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",6,"prt_rourue","cruzando","cruzando_Ger","cruzar","Path","ACROSS","Adjunct","V_ger"
"NS_159","NS","Path",7,"tgm_sacdun","ha arrastrado","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",8,"pge_tabgro","ha arrastrado","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",8,"pge_tabgro","introduciendo","introduciendo_Ger","introducir","Path","INTO","Adjunct","V_ger"
"NS_159","NS","Path",9,"trm_voidun","ha arrastrado","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",10,"prd_balnei","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_159","NS","Path",11,"trt_pourou","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",12,"tgm_sactoi","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",12,"tgm_sactoi","por encima","encima_PP","encima","?Path","?UP","Adjunct","PP"
"NS_159","NS","Path",13,"pgt_panrue","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",14,"tgd_malcol","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",15,"pgm_paqdun","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_159","NS","Path",16,"pre_pnegro","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_159","NS","Path",16,"pre_pnegro","introduce","introducir_V","introducir","Path","INTO","V","V_fin"
"NS_159","NS","Path",17,"pgd_valcol","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_159","NS","Path",18,"tgt_cherou","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",18,"tgt_cherou","cruzando","cruzando_Ger","cruzar","Path","ACROSS","Adjunct","V_ger"
"NS_159","NS","Path",19,"tre_cadgro","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",19,"tre_cadgro","introduce","introducir_V","introducir","Path","INTO","V","V_fin"
"NS_159","NS","Path",20,"prt_rourou","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"NS_159","NS","Path",20,"prt_rourou","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_159","NS","Path",21,"tgd_malnei","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",22,"pgt_panrou","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_159","NS","Path",22,"pgt_panrou","cruzando","cruzando_Ger","cruzar","Path","ACROSS","Adjunct","V_ger"
"NS_159","NS","Path",23,"trd_bronei","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_159","NS","Path",24,"pre_pnemai","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_159","NS","Path",24,"pre_pnemai","introduce","introducir_V","introducir","Path","INTO","V","V_fin"
"NS_159","NS","Path",25,"trd_brocol","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",26,"pgm_paqtoi","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_159","NS","Path",26,"pgm_paqtoi","por encima","encima_PP","encima","?Path","?UP","Adjunct","PP"
"NS_159","NS","Path",27,"trt_pourue","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",27,"trt_pourue","cruzando","cruzando_Ger","cruzar","Path","ACROSS","Adjunct","V_ger"
"NS_159","NS","Path",28,"tge_chamai","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",28,"tge_chamai","introduce","introducir_V","introducir","Path","INTO","V","V_fin"
"NS_159","NS","Path",29,"prm_boudun","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_159","NS","Path",30,"tge_chagro","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_159","NS","Path",30,"tge_chagro","introduce","introducir_V","introducir","Path","INTO","V","V_fin"
"NS_159","NS","Path",31,"prd_balcol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_159","NS","Path",31,"prd_balcol","empujando","empujando_Ger","empujar","Manner","PUSH","Adjunct","V_ger"
"NS_159","NS","Path",32,"pge_tabmai","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_159","NS","Path",32,"pge_tabmai","introduce","introducir_V","introducir","Path","INTO","V","V_fin"
"NS_160","NS","Control",1,"tgt_cherue","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_160","NS","Control",2,"trd_bronei","lleva","llevar_V","llevar","Other","BRING","V","V_fin"
"NS_160","NS","Control",3,"pge_tabmai","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_160","NS","Control",3,"pge_tabmai","a un granero","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"NS_160","NS","Control",4,"tgt_cherou","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_160","NS","Control",5,"prm_boutoi","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_160","NS","Control",6,"tge_chamai","mete","meter_V","meter","Path","INTO","V","V_fin"
"NS_160","NS","Control",6,"tge_chamai","a un granero","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"NS_160","NS","Control",7,"prd_balcol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_160","NS","Control",8,"trt_pourou","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_160","NS","Control",9,"tge_chagro","mete","meter_V","meter","Path","INTO","V","V_fin"
"NS_160","NS","Control",10,"pgd_valnei","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_160","NS","Control",11,"pre_pnegro","mete","meter_V","meter","Path","INTO","V","V_fin"
"NS_160","NS","Control",12,"tgm_sacdun","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_160","NS","Control",13,"prt_rourue","lleva","llevar_V","llevar","Other","BRING","V","V_fin"
"NS_160","NS","Control",13,"prt_rourue","de un lado al otro","de-un-lado-al-otro_PP","de-un-lado-al-otro","Path","ACROSS","Adjunct","PP"
"NS_160","NS","Control",14,"pgd_valcol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_160","NS","Control",15,"prm_boudun","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_160","NS","Control",16,"pge_tabgro","mete","meter_V","meter","Path","INTO","V","V_fin"
"NS_160","NS","Control",16,"pge_tabgro","a una cueva","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"NS_160","NS","Control",17,"trm_voidun","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_160","NS","Control",18,"prt_rourou","mueve","mover_V","mover","Other","MOVE","V","V_fin"
"NS_160","NS","Control",18,"prt_rourou","de un lado a otro","de-un-lado-al-otro_PP","de-un-lado-al-otro","Path","ACROSS","Adjunct","PP"
"NS_160","NS","Control",19,"tre_cadmai","mete","meter_V","meter","Path","INTO","V","V_fin"
"NS_160","NS","Control",19,"tre_cadmai","al granero","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"NS_160","NS","Control",20,"pgt_panrue","mueve","mover_V","mover","Other","MOVE","V","V_fin"
"NS_160","NS","Control",20,"pgt_panrue","de un lado al otro","de-un-lado-al-otro_PP","de-un-lado-al-otro","Path","ACROSS","Adjunct","PP"
"NS_160","NS","Control",21,"tre_cadgro","mete","meter_V","meter","Path","INTO","V","V_fin"
"NS_160","NS","Control",22,"tgd_malnei","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_160","NS","Control",23,"trt_pourue","mueve","mover_V","mover","Other","MOVE","V","V_fin"
"NS_160","NS","Control",23,"trt_pourue","de un lado al otro","de-un-lado-al-otro_PP","de-un-lado-al-otro","Path","ACROSS","Adjunct","PP"
"NS_160","NS","Control",24,"pre_pnemai","mete","meter_V","meter","Path","INTO","V","V_fin"
"NS_160","NS","Control",25,"pgt_panrou","mueve","mover_V","mover","Other","MOVE","V","V_fin"
"NS_160","NS","Control",25,"pgt_panrou","de un lado al otro","de-un-lado-al-otro_PP","de-un-lado-al-otro","Path","ACROSS","Adjunct","PP"
"NS_160","NS","Control",26,"tgd_malcol","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_160","NS","Control",27,"trm_voitoi","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_160","NS","Control",28,"prd_balnei","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_160","NS","Control",29,"pgm_paqdun","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_160","NS","Control",30,"trd_brocol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_160","NS","Control",31,"tgm_sactoi","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_160","NS","Control",32,"pgd_valnei","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_161","NS","Path",1,"trt_pourue","lleva","llevar_V","llevar","Other","BRING","V","V_fin"
"NS_161","NS","Path",2,"pre_pnegro","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_161","NS","Path",2,"pre_pnegro","hacia una cueva","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"NS_161","NS","Path",3,"pgm_paqtoi","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_161","NS","Path",3,"pgm_paqtoi","hacia la punta","PREP-la-punta_PP","PREP-la-punta","Path","UP","Adjunct","PP"
"NS_161","NS","Path",4,"prd_balnei","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_161","NS","Path",5,"tgm_sacdun","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_161","NS","Path",6,"tre_cadgro","lleva","llevar_V","llevar","Other","BRING","V","V_fin"
"NS_161","NS","Path",6,"tre_cadgro","hacia una cueva","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"NS_161","NS","Path",7,"tgt_cherou","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"NS_161","NS","Path",8,"trm_voidun","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_161","NS","Path",9,"tge_chagro","lleva","llevar_V","llevar","Other","BRING","V","V_fin"
"NS_161","NS","Path",9,"tge_chagro","a una cueva","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"NS_161","NS","Path",10,"trd_brocol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_161","NS","Path",11,"pgm_paqdun","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_161","NS","Path",11,"pgm_paqdun","hacia encima","encima_PP","encima","?Path","?UP","Adjunct","PP"
"NS_161","NS","Path",12,"pre_pnemai","mete","meter_V","meter","Path","INTO","V","V_fin"
"NS_161","NS","Path",13,"pgt_panrou","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"NS_161","NS","Path",14,"trd_bronei","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_161","NS","Path",15,"prt_rourou","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"NS_161","NS","Path",16,"tge_chamai","mete","meter_V","meter","Path","INTO","V","V_fin"
"NS_161","NS","Path",17,"trt_pourou","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"NS_161","NS","Path",18,"pgd_valnei","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_161","NS","Path",19,"tre_cadmai","entra en","entrar_V","entrar","Path","INTO","V","V_fin"
"NS_161","NS","Path",20,"prm_boutoi","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_161","NS","Path",21,"tgd_malcol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_161","NS","Path",22,"prm_boudun","subió","subir_V","subir","Path","UP","V","V_fin"
"NS_161","NS","Path",23,"pgt_panrue","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"NS_161","NS","Path",24,"trm_voitoi","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_161","NS","Path",25,"prt_rourue","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"NS_161","NS","Path",26,"pge_tabmai","entra","entrar_V","entrar","Path","INTO","V","V_fin"
"NS_161","NS","Path",27,"prd_balcol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_161","NS","Path",28,"tgm_sactoi","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_161","NS","Path",29,"pgd_valcol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"NS_161","NS","Path",30,"tgt_cherue","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"NS_161","NS","Path",31,"pge_tabgro","entra en","entrar_V","entrar","Path","INTO","V","V_fin"
"NS_161","NS","Path",32,"prm_boutoi","sube","subir_V","subir","Path","UP","V","V_fin"
"NS_162","NS","Path",1,"tre_cadmai","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"NS_162","NS","Path",1,"tre_cadmai","entra en","entrar_V","entrar","Path","INTO","V","V_fin"
"NS_162","NS","Path",2,"pgd_valnei","empujó","empujar_V","empujar","Manner","PUSH","V","V_fin"
"NS_162","NS","Path",2,"pgd_valnei","abajo","abajo_AdvP","abajo","Path","DOWN","Adjunct","AdvP"
"NS_162","NS","Path",3,"tre_cadgro","entra en","entrar_V","entrar","Path","INTO","V","V_fin"
